term,title,link
compliance,"Theory of RegulatoryCompliance, RegulatoryComplianceScale, and Differential Monitoring",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4874059
compliance,BeyondCompliance: Helping Nations Cooperate,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1633912
compliance,Governing Global Climate Change: St. PetersburgComplianceReport for the 'G8 Plus Five' Countries,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3539964
compliance,'CadillacCompliance' Breakdown,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2951115
compliance,Compliancewith the Law and Policing by Consent: Notes on Police and Legal Legitimacy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1717812
compliance,The Case for On Chain Privacy andCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4492919
compliance,An Insight into Consequences of Non-Complianceor ColorableComplianceof Corporate Governance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3411115
compliance,Introducing a Practice-basedComplianceFramework for Addressing New Regulatory Challenges in the AI Field,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4060262
compliance,Understanding the Role of Power Distributions inCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3818430
compliance,Too Complex to Cooperate? -Tax Complexity and CooperativeCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4934559
compliance,"Islam-compliance, beyond Shariah-compliance: Toward a broader socioeconomic transformation",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4159917
compliance,Disaster Awareness and Level ofComplianceto Disaster Programs in a Highly Urbanized City,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3771337
compliance,RethinkingCompliance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2475959
compliance,StateCompliancewith Intra-EU Investment Awards or the EU ‘Elephant’ in the Investment ‘Porcelain Shop’,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4431936
compliance,Complianceand Risk Management Committee,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3833592
supply chain risk,Antecedents of ProactiveSupplyChainRiskManagement – A Contingency Theory Perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2306644
supply chain risk,Managing CyberRiskinSupplyChains: A Review and Research Agenda,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3426030
supply chain risk,Establishing Trust and Trustworthiness forSupplyChainInformation Sharing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2724868
supply chain risk,Bayesian Network Modelling forSupplyChainRiskPropagation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3160387
supply chain risk,A Quantitative Analysis of DisruptionRiskin a Multi-EchelonSupplyChain,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1463417
supply chain risk,"Push, Pull, andSupplyChainRiskAverse Attitude",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2852785
supply chain risk,View of Management Information System and DigitalSupplyChainInfluence onSupplyChainResilience throughSupplyChainRiskManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5081694
supply chain risk,SupplyChainManagement and InvestmentRisk,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2557536
supply chain risk,A Systems Approach for ModellingSupplyChainRisks,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2240340
supply chain risk,The Impact of Knowledge Transfer and Complexity onSupplyChainFlexibility:  A Knowledge-Based View,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2304498
supply chain risk,Modeling ofSupplyChainRiskunder Disruptions with Performance Measurement and Robustness Analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1155744
supply chain risk,Modelling the Impact of Climate ChangeRiskonSupplyChainPerformance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3652664
supply chain risk,A data mining-based framework forsupplychainriskmanagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3375328
supply chain risk,The Decision of theSupplyChainExecutive to Support or ImpedeSupplyChainIntegration: A Multidisciplinary Behavioral Agency Perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2226394
supply chain risk,Deceptive counterfeitriskin globalsupplychains,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3852412
supply chain risk,SupplyChainRiskMitigation Strategies in Automotive Industry: A Review,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3943917
supply chain risk,SupplyChainIntegration and Information Technology,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2289470
supply chain risk,UsingRiskSharing Contracts forSupplyChainRiskMitigation: A Buyer-Supplier Power and Dependence Perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1845023
supply chain risk,SupplyChainTsunamis: Research on Low Probability High Impact Disruptions,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3071668
supply chain risk,Impact ofSupplyChainFlexibility and Supplier Development onSupplyChainEffectiveness in Automotive Industry of Pakistan,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3397110
supply chain risk,AI-drivenSupplyChainTransformation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5244331
supply chain risk,SupplyChainRiskManagement: Present and Future Scope,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2158620
supply chain risk,The Role ofSupplyChainFinance onSupplyChainManagement and Firm's Performance: A Conceptual Framework,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5161603
supply chain risk,SupplyChainRiskManagement Research: Avenues for Further Studies,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2765972
supply chain risk,Researchers’ Perspectives onSupplyChainRiskManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1639435
supply chain risk,The Effects of Trust and Capability inSupplyChainon Firm Performance throughSupplyChainAgility and Collaborative Advantage,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3562569
supply chain risk,SupplyChainManagement & Logistic Strategy at S M Electronics for Reducing Cost & Improving Service,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2049317
supply chain risk,SupplyChainInfluence: Are We There Yet?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3280429
supply chain risk,Information Technology inSupplyChainManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2921128
supply chain risk,Keep Your Friends Close?SupplyChainDesign and DisruptionRisk,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2757754
supply chain risk,Beyond the Contract: ManagingRiskinSupplyChainRelations,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2044562
supply chain risk,Green-Field Architecture for SustainableSupplyChainStrategy Formulation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2998432
supply chain risk,SystematicRiskin GlobalSupplyChainNetworks - a Country-Level ESG Analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4863236
supply chain risk,Continuance Intention in Blockchain-EnabledSupplyChainApplications: Modelling the Moderating Effect ofSupplyChainStakeholders Trust,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3324706
supply chain risk,Architectures for Green-FieldSupplyChainIntegration:SupplyChainIntegration Design,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2998431
supply chain risk,Designing EUSupplyChainRegulation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4917535
supply chain risk,SupplyChainDisruption Propagation: A SystemicRiskand Normal Accident Theory Perspective,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3069640
supply chain risk,SupplyChainRiskManagement in Financial Crises – A Multiple Case-Study Approach,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2304496
supply chain risk,Engineering Design Methodology for Green-FieldSupplyChainArchitectures Taxonomic Scheme,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2998428
supply chain risk,Explaining the Key Elements of Information Systems-BasedSupply-ChainStrategy that are Necessary for Business-to-Business Electronic Marketplace Survival,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1464522
supply chain risk,Motorola's Global FinancialSupplyChainStrategy,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2546320
supply chain risk,RiskAversion andSupplyChainContract Negotiation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1334695
supply chain risk,The Influence of Antecedents ofSupplyChainIntegration on Company Performance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3929181
supply chain risk,All You Need is Trust? An Examination of InterorganizationalSupplyChainProjects,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2200188
supply chain risk,Overview onSupplyChainResilience,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2649338
supply chain risk,Why Research in SustainableSupplyChainManagement Should Have No Future,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2323369
supply chain risk,Realities ofSupplyChainCollaboration,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=919813
supply chain risk,Understanding the Downstream HealthcareSupplyChain: Unpacking Regulatory and Industry Characteristics,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3351961
supply chain risk,Curtailing Bank Loan and Loan Insurance UnderRiskRegulations inSupplyChainFinance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3760840
supply chain risk,SystematicRiskinSupplyChainNetworks,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1876443
supply chain risk,SupplyChainContracts that Prevent Information Leakage,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2728017
supply chain risk,SupplyChainStrategy Selection: A Multi-Criteria Decision-Making Approach,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2989400
supply chain risk,Improving Hotel Performance Through ActiveSupplyChainRiskManagement: A Preliminary Model,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2544537
supply chain risk,SupplyChainRiskandRiskMitigation: Which Strategies Tackle Identified Risks Most Efficiently?,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3215155
supply chain risk,Air Cargo andSupplyChainManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4415293
supply chain risk,"SupplyChainManagement: It's About the Journey, Not the Destination",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2340807
supply chain risk,Toward the Theory of theSupplyChain,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2546173
supply chain risk,SupplyChainSystems Architecture and Engineering Design: Green-FieldSupplyChainIntegration,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2998430
supply chain risk,ManagingSupplyChainRisk- Role of It/Is,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2157360
supply chain risk,SupplyChainFinancialRiskManagement Using Business Intelligence,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4128710
supply chain risk,Text-Based Measure ofSupplyChainRiskExposure,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4158073
supply chain risk,Firm-LevelSupplyChainRiskExposure and Stock Price CrashRisk: Evidence from Textual Analysis,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5188882
supply chain risk,Managing Information Processing Needs in GlobalSupplyChains: A Prerequisite to SustainableSupplyChainManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2838110
supply chain risk,ManagingSupplyChainRisk: Reputational – Ethical – Environmental - Legal,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2678065
supply chain risk,RiskImpact on Agri-FoodSupplyChainPerformance in Malaysia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3090092
supply chain risk,A Study on EffectiveSupplyChainRiskManagement: Conceptual Framework,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3000280
supply chain risk,Perspectives inSupplyChainRiskManagement: A Review,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=925274
supply chain risk,A Model for EvaluatingSupplyChainRisk,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1140658
supply chain risk,Looking Back and Moving Forward: 50 Years of the Journal ofSupplyChainManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2353634
supply chain risk,"Customer Categorization, Relational Justice and SME Performance in SupermarketSupplyChains",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3332159
supply chain risk,Demonstration of the Importance of the Relationship of Logistics to Marketing: IncorporatingSupplyChainCapabilities into Marketing Efforts,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3308740
supply chain risk,GlobalSupplyChainDisruptions and Product Market Competition,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5283794
supply chain risk,SupplyChainResilience andRiskManagement Five-Year Strategy Review of Coca-Cola Company,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4729754
supply chain risk,Impact of a Country's Logistical Capabilities onSupplyChainRisk,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5230225
supply chain risk,CyberSupplyChainRiskManagement: Toward an Understanding of the Antecedents to the Demand for Assurance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3713423
supply chain risk,Toward aSupplyChainPractice View,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2927848
supply chain risk,Industry Classification Based onSupplyChainNetwork Information Using Graph Neural Networks,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4084265
supply chain risk,Critical Factors and Enablers of Food Quality and Safety ComplianceRiskManagement in the Vietnamese SeafoodSupplyChain,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3247592
supply chain risk,SupplyChainLeakage of Greenhouse Gas Emissions,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3717326
supply chain risk,Process Mining inSupplyChainManagement,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4086359
supply chain risk,A Data-Driven ComponentRiskMatrix to AssessSupplyChainDisruptionRisk,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5028961
supply chain risk,SupplyChainRiskManagement: Identifying and Mitigating Vulnerabilities,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5235338
supply chain risk,Business for Society Is Society’s Business: Tension Management in a Migrant IntegrationSupplyChain,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3458262
supply chain risk,Impact of Generative AI onSupplyChain| Insights and Trends,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5078085
supply chain risk,The Determinant of theSupplyChainPractices that InfluenceSupplyChainPerformance in Malaysia,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2988725
supply chain risk,Uncertainty andSupplyChainRisk: The Moderating Role ofSupplyChainFlexibility inRiskMitigation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5231062
supply chain risk,QualityRiskin Outsourcing: Noncontractible Product Quality and Private Quality Cost Information,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1121444
